query_id,text
3824773_gab,you are still part of the problem the more black people who succeed the less things like you describe will happen you refuse to encourage a mindful life and instead blame white people for the savage culture of the black ghetto you are perpetuating black stereotypes <user>
9151871_gab,the u.s. government has not changed in its defense of homosexual interests against russia which has kept its ban on homosexual propaganda to children julio severo biggaytrump trump
24331046_gab,pushing homosexual and transgender propaganda on children is an obsession with the lgbt campaign massresistance
17028518_gab,john conyers explains that the reason all of the women he sexually exploited or harassed were white this is just black man getting even for slavery and segregation it is what black men are today a bunch of racists who abuse white women
19601902_gab,i am a neo nazi republican
7604214_gab,this fuckin asshat tried to hook me last night with his flat earth jews holocaust commie nonsense i told him what i thought of him and muted his stupid ass fuck flatearth dipshits
16289474_gab,but then i can not shitpost about niggers and jews all day fuck that
14361694_gab,i am so sick of watching them be rewarded because they are ghetto iq morons
11230703_gab,your future brought to you by jewish israeli cia rothschild rockefeller soros etc petrodollarwar let south africa be canary in the coal mine for all white civilizations there is a onslaught against white nations worldwide dontvotegoyim openisraeliborders
2956941_gab,only thing worse than veterans are their slut wives least i can pump em an dump before their genocidal psycho mass murderer husbands come back thats how i maga
16827400_gab,what are the bio leninists going to do when we or the asians create a genetically modified subspecies
16048391_gab,what about if it the same girl getting raped <number> times just for the lulz that is
1272504278586777601_twitter,<user> has anybody ever seen a video of a gang of white south africans immigrants beating up anyone neither have i we all know why
9747039_gab,the whole of western civilisation is our stuff a chinaman in a suit is a pretender a mestizo playing lawyer is a fabrication of a whitie situation they cannot but dress up as white civilisation we are that thing that is all what they attempt matters not
10764933_gab,well i got banned on twitter for supposed targeted harassment because i had the audacity to tell an anti white negris she was a racist bitch thank god gab is here
22884805_gab,how many niggers have autism i d say next to zero how many white female children have autism whitegenocide thanksjews
17881377_gab,try this it how muslim women get pregnant
2377356_gab,so it appears hofer has lost the election which is a shame but it does teach us one thing the demographics of white nations are so messed up that the only way we can take them back is by force
25442931_gab,uk is not muslim it a country in waiting for a white van man to take down the enemy as islam teaches us
17178055_gab,at least i am able to speak proper english now are you going to repeat nazi <number> times expecting a nazi to get offended over being called a nazi or are you going to just shut up and sit there like the little bitch you are
7064472_gab,you can end racism only if you end blacks and sand niggers
1084987541579694080_twitter,<user> i hate you so much and i require physical evidence of me doing the same as you ty
